year,lat,lon,dataset,PS_pathway,species,Genus,epithet,little_d13,big_D13,phosphorus,myco_type,N_fix,tmp,par,vpd,z,pre_mean,nitrogen_0.5cm,nitrogen_15.30cm,nitrogen_30.60cm,nitrogen_5.15cm,soc_0.5cm,soc_15.30cm,soc_30.60cm,soc_5.15cm,awi_pm_sr_yr,pet_pm_sr_yr,CO2
NA,68.33,18.85,Cornwell,C3,Disterigma microphyllum,Disterigma,microphyllum,-30.36100564,22.61209107,80,ErM,NA,5.894166667,674.192009,0.345040116,906,349.5107135,8.800000191,4.400000095,3.299999952,6,198.8000031,88.90000153,44.59999847,141.1000061,7466,503,360
NA,-8.45,-63.23,Cornwell,C3,Dodecastigma integrifolium,Dodecastigma,integrifolium,-32.205,24.25862366,1.713,AM,NA,26.43720238,708.8204468,0.493044473,89,2200.001788,2.299999952,0.800000012,0.5,1.100000024,25,9.300000191,5.699999809,14.30000019,18312,1239,360
NA,-2.5,-60,Cornwell,C3,Casearia grandiflora,Casearia,grandiflora,-34.76,26.82216804,1.8,AM,NA,27.49196429,698.8398819,0.621857517,62,2193.599999,2.200000048,0.899999976,0.600000024,1.299999952,31.10000038,12.69999981,7,15.89999962,17855,1336,360
NA,-12.65,132.92,Cornwell,C3,Thecanthes sp.,Thecanthes,sp.,-29.89,22.07490063,3,AM,NA,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,360
NA,-8.45,-63.23,Cornwell,C3,Minquartia guianensis,Minquartia,guianensis,-32.48,24.53362366,1.713,AM,NA,26.43720238,708.8204468,0.493044473,89,2200.001788,2.299999952,0.800000012,0.5,1.100000024,25,9.300000191,5.699999809,14.30000019,18312,1239,360
NA,-33.58,151.3,Cornwell,C3,Dodonaea triquetra,Dodonaea,triquetra,-28.6,20.68238508,3.59,AM,NA,17.7125,861.3792234,0.652702449,41,1081.071429,NA,NA,NA,NA,NA,NA,NA,NA,8733,1503,360
NA,-32.97,146.13,Cornwell,C3,Dodonaea viscosa,Dodonaea,viscosa,-26.76666667,18.84912679,6.04,AM,NA,17.45535714,988.8765407,1.117957026,297,433.251785,1.799999952,1.5,1.799999952,1,25.10000038,10.30000019,5.099999905,13.89999962,2022,1992,360
NA,-12.65,132.92,Cornwell,C3,Dolichandrone filiformis,Dolichandrone,filiformis,-28.73,20.91490063,3,AM,NA,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,360
NA,-8.45,-63.23,Cornwell,C3,Theobroma subincanum,Theobroma,subincanum,-33.31,25.36362366,1.713,AM,NA,26.43720238,708.8204468,0.493044473,89,2200.001788,2.299999952,0.800000012,0.5,1.100000024,25,9.300000191,5.699999809,14.30000019,18312,1239,360
NA,-12.65,132.92,Cornwell,C3,Thespesia sp.,Thespesia,sp.,-30.595,22.77990063,3,AM,NA,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,360
NA,21.15,-89.82,Cornwell,C3,Thouinia paucidentata,Thouinia,paucidentata,-28.815,20.83662981,3.1,AM,NA,26.17782738,881.7264825,0.890784014,3,0,6,3.5,3.099999905,3.799999952,81.90000153,43.40000153,24.5,75.19999695,3890,1914,360
NA,68.33,18.85,Cornwell,C3,Anthriscus fumarioides,Anthriscus,fumarioides,-30.27409741,22.52518284,80,AM,NA,5.894166667,674.192009,0.345040116,906,349.5107135,8.800000191,4.400000095,3.299999952,6,198.8000031,88.90000153,44.59999847,141.1000061,7466,503,360
NA,-2.683,-67.067,Cornwell,C3,Casearia ulmifolia,Casearia,ulmifolia,-31.44,23.50187803,2.148,AM,NA,26.24136905,716.4340142,0.363618577,63,2670.889286,3.799999952,1.5,1.200000048,2.299999952,52.09999847,25.5,21,39.40000153,24143,1245,360
NA,-12.65,132.92,Cornwell,C3,Euphorbia heterophylla,Euphorbia,heterophylla,-29.67,21.85490063,3,AM,NA,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,360
NA,68.33,18.85,Cornwell,C3,Dryas caucasica,Dryas,caucasica,-30.10114043,22.35222586,80,EcM,Fixers,5.894166667,674.192009,0.345040116,906,349.5107135,8.800000191,4.400000095,3.299999952,6,198.8000031,88.90000153,44.59999847,141.1000061,7466,503,360
NA,-2.5,-60,Cornwell,C3,Mouriri nigra,Mouriri,nigra,-30.02,22.08216804,1.8,AM,NA,27.49196429,698.8398819,0.621857517,62,2193.599999,2.200000048,0.899999976,0.600000024,1.299999952,31.10000038,12.69999981,7,15.89999962,17855,1336,360
NA,-8.45,-63.23,Cornwell,C3,Mouriri sp,Mouriri,sp,-29.38,21.43362366,1.713,AM,NA,26.43720238,708.8204468,0.493044473,89,2200.001788,2.299999952,0.800000012,0.5,1.100000024,25,9.300000191,5.699999809,14.30000019,18312,1239,360
NA,-15.15,-47.51,Cornwell,C3,Cassia sp,Cassia,sp,-30.945,22.99120355,2.4273483,AM,Non_fixers,22.84747024,839.3284408,0.847479967,969,1517.557139,2,1.100000024,0.800000012,1.799999952,29.29999924,15.10000038,9,19.79999924,8940,1597,360
NA,52.48,4.78,Cornwell,C3,Dryopteris carthusiana,Dryopteris,carthusiana,-28.36,20.51038676,183.2,AM,NA,10.14538871,550.7560582,0.226794362,-2,0,5.900000095,6.199999809,7.400000095,5.300000191,80.19999695,108,159.1000061,55.5,11013,748,360
NA,-12.65,132.92,Cornwell,C3,Erythrophleum chlorostachys,Erythrophleum,chlorostachys,-28.94875,21.13365063,3,AM,Fixers,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,360
NA,-12.65,132.92,Cornwell,C3,Euphorbia sp.,Euphorbia,sp.,-27.68,19.86490063,3,AM,NA,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,360
NA,-12.65,132.92,Cornwell,C3,Myristica insipida,Myristica,insipida,-33.185,25.36990063,3,AM,NA,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,360
NA,-12.65,132.92,Cornwell,C3,Myrsine benthamiana,Myrsine,benthamiana,-30.775,22.95990063,3,AM,NA,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,360
NA,-8.45,-63.23,Cornwell,C3,Touroulia guianensis,Touroulia,guianensis,-31.24,23.29362366,1.713,NM-AM,NA,26.43720238,708.8204468,0.493044473,89,2200.001788,2.299999952,0.800000012,0.5,1.100000024,25,9.300000191,5.699999809,14.30000019,18312,1239,360
NA,-8.45,-63.23,Cornwell,C3,Tovomita sp,Tovomita,sp,-31.25,23.30362366,1.713,AM,NA,26.43720238,708.8204468,0.493044473,89,2200.001788,2.299999952,0.800000012,0.5,1.100000024,25,9.300000191,5.699999809,14.30000019,18312,1239,360
NA,-2.85,-54.95,Cornwell,C3,Duguetia echinophora,Duguetia,echinophora,-34.54,26.60161486,2.67,AM,NA,26.62901786,768.7785703,0.508953691,79,1962.476787,2.700000048,1.600000024,1.200000048,2.299999952,35.40000153,20.5,8.100000381,19.5,14366,1305,360
NA,-3,-55,Cornwell,C3,Duguetia flagellaris,Duguetia,flagellaris,-34.175,26.2363797,2.67,AM,NA,26.91220238,752.6020366,0.494512231,103,1980.083926,2.299999952,1.100000024,0.899999976,1.899999976,26.79999924,15,6.5,16.10000038,14031,1317,360
NA,0.14,-66.46,Cornwell,C3,Duguetia riparia,Duguetia,riparia,-34.06,26.12654068,12.7775,AM,NA,26.02440476,801.0618777,0.413263735,117,2839.598215,2.799999952,1,0.899999976,1.799999952,38.59999847,17.29999924,13.5,24.10000038,19954,1315,360
NA,-8.45,-63.23,Cornwell,C3,Duguetia sp,Duguetia,sp,-33.64,25.69362366,1.713,AM,NA,26.43720238,708.8204468,0.493044473,89,2200.001788,2.299999952,0.800000012,0.5,1.100000024,25,9.300000191,5.699999809,14.30000019,18312,1239,360
NA,0.14,-66.46,Cornwell,C3,Duguetia trunciflora,Duguetia,trunciflora,-34.49,26.55654068,12.7775,AM,NA,26.02440476,801.0618777,0.413263735,117,2839.598215,2.799999952,1,0.899999976,1.799999952,38.59999847,17.29999924,13.5,24.10000038,19954,1315,360
NA,-3,-55,Cornwell,C3,Trattinnickia panamensis,Trattinnickia,panamensis,-31.56107978,23.62245948,2.67,AM,NA,26.91220238,752.6020366,0.494512231,103,1980.083926,2.299999952,1.100000024,0.899999976,1.899999976,26.79999924,15,6.5,16.10000038,14031,1317,360
NA,-12.65,132.92,Cornwell,C3,Dunbaria sp.,Dunbaria,sp.,-32.33,24.51490063,3,AM,Fixers,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,360
NA,-2.5,-60,Cornwell,C3,Duroia fusifera,Duroia,fusifera,-35.17,27.23216804,1.8,uncertain,NA,27.49196429,698.8398819,0.621857517,62,2193.599999,2.200000048,0.899999976,0.600000024,1.299999952,31.10000038,12.69999981,7,15.89999962,17855,1336,360
NA,-2.5,-60,Cornwell,C3,Duroia macrophylla,Duroia,macrophylla,-31.9,23.96216804,1.8,uncertain,NA,27.49196429,698.8398819,0.621857517,62,2193.599999,2.200000048,0.899999976,0.600000024,1.299999952,31.10000038,12.69999981,7,15.89999962,17855,1336,360
NA,-8.45,-63.23,Cornwell,C3,Naucleopsis sp,Naucleopsis,sp,-29.9,21.95362366,1.713,AM,NA,26.43720238,708.8204468,0.493044473,89,2200.001788,2.299999952,0.800000012,0.5,1.100000024,25,9.300000191,5.699999809,14.30000019,18312,1239,360
NA,-2.5,-60,Cornwell,C3,Ecclinusa abbreviata,Ecclinusa,abbreviata,-30.616,22.67816804,1.8,AM,NA,27.49196429,698.8398819,0.621857517,62,2193.599999,2.200000048,0.899999976,0.600000024,1.299999952,31.10000038,12.69999981,7,15.89999962,17855,1336,360
NA,-2.85,-54.95,Cornwell,C3,Laetia procera,Laetia,procera,-31.54,23.60161486,2.67,AM,NA,26.62901786,768.7785703,0.508953691,79,1962.476787,2.700000048,1.600000024,1.200000048,2.299999952,35.40000153,20.5,8.100000381,19.5,14366,1305,360
NA,-2.5,-60,Cornwell,C3,Ecclinusa guianensis,Ecclinusa,guianensis,-31.12121429,23.18338233,1.8,AM,NA,27.49196429,698.8398819,0.621857517,62,2193.599999,2.200000048,0.899999976,0.600000024,1.299999952,31.10000038,12.69999981,7,15.89999962,17855,1336,360
NA,-15.15,-47.51,Cornwell,C3,Echinolaena inflexa,Echinolaena,inflexa,-27.905,19.95120355,2.4273483,AM,NA,22.84747024,839.3284408,0.847479967,969,1517.557139,2,1.100000024,0.800000012,1.799999952,29.29999924,15.10000038,9,19.79999924,8940,1597,360
NA,0.14,-66.46,Cornwell,C3,Neea oppositifolia,Neea,oppositifolia,-33.89,25.95654068,12.7775,EcM,NA,26.02440476,801.0618777,0.413263735,117,2839.598215,2.799999952,1,0.899999976,1.799999952,38.59999847,17.29999924,13.5,24.10000038,19954,1315,360
NA,-26.876,151.96,Cornwell,C3,Araucaria ,Araucaria,,-30.7,22.67049942,19.76,AM,NA,18.3796131,1017.675305,0.927487335,560,736.5321423,2.700000048,1.399999976,0.600000024,2.200000048,39.29999924,17.79999924,15,28.20000076,4903,1712,360
NA,-8.45,-63.23,Cornwell,C3,Neea sp,Neea,sp,-32.62,24.67362366,1.713,EcM,NA,26.43720238,708.8204468,0.493044473,89,2200.001788,2.299999952,0.800000012,0.5,1.100000024,25,9.300000191,5.699999809,14.30000019,18312,1239,360
NA,-26.942,151.922,Cornwell,C3,Araucaria cunninghamii,Araucaria,cunninghamii,-30.92,22.89047459,19.76,AM,NA,18.3796131,1017.675305,0.927487335,560,736.5321423,2.299999952,1.200000048,0.699999988,1.700000048,31.10000038,21.60000038,19.89999962,24.70000076,4577,1756,360
NA,-26.792,152.001,Cornwell,C3,Araucaria cunninghamii,Araucaria,cunninghamii,-31.57,23.54053128,19.76,AM,NA,19.24419643,996.8326242,0.860828543,368,864.9642851,2.400000095,1.100000024,0.699999988,1.600000024,31.89999962,14.19999981,9.600000381,23.20000076,4793,1746,360
NA,-7.167,-71.95,Cornwell,C3,Triplaris pavonii,Triplaris,pavonii,-30.88,22.93531073,4.874,NM-AM,NA,26.43095238,690.0310891,0.478920126,189,2227.721429,2.700000048,1.200000048,0.699999988,2,34.70000076,14.19999981,11,24.10000038,20645,1161,360
NA,21.15,-89.82,Cornwell,C3,Neomillspaughia emarginata,Neomillspaughia,emarginata,-27.98726885,20.00889866,3.1,NM-AM,NA,26.17782738,881.7264825,0.890784014,3,0,6,3.5,3.099999905,3.799999952,81.90000153,43.40000153,24.5,75.19999695,3890,1914,360
NA,-17.283,145.633,Cornwell,C3,Archidendron whitei,Archidendron,whitei,-33.7595,25.80382467,3.75,AM,Fixers,21.63303571,1035.441682,0.840517779,492,2110.219642,2.799999952,1.700000048,0.899999976,2.400000095,54.40000153,23.60000038,15.69999981,40.5,13486,1670,360
NA,41.833,13.583,Cornwell,C3,Fagus engleriana,Fagus,engleriana,-28.5833,20.72889456,14.3,EcM,NA,14.73869048,787.3649371,0.536484747,986,797.9160714,5.699999809,2.799999952,1.899999976,3.099999905,88.59999847,31.29999924,21.20000076,48.79999924,7661,1087,360
NA,68.41,18.32,Cornwell,C3,Trollius dschungaricus,Trollius,dschungaricus,-28.28247148,20.53368587,80,AM,NA,5.410446429,672.9031322,0.373510016,974,377.3232143,9,4.099999905,3.200000048,5.199999809,186,78.19999695,58,140.5,17369,433,360
NA,-2.85,-54.95,Cornwell,C3,Faramea axillaris,Faramea,axillaris,-30.05,22.11161486,2.67,AM,NA,26.62901786,768.7785703,0.508953691,79,1962.476787,2.700000048,1.600000024,1.200000048,2.299999952,35.40000153,20.5,8.100000381,19.5,14366,1305,360
NA,-12.65,132.92,Cornwell,C3,Elaeocarpus arnhemicus,Elaeocarpus,arnhemicus,-30.55,22.73490063,3,AM,NA,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,360
NA,-8.45,-63.23,Cornwell,C3,Trymatococcus amazonicus,Trymatococcus,amazonicus,-31.315,23.36862366,1.713,AM,NA,26.43720238,708.8204468,0.493044473,89,2200.001788,2.299999952,0.800000012,0.5,1.100000024,25,9.300000191,5.699999809,14.30000019,18312,1239,360
NA,-26.75,152.867,Cornwell,C3,Elaeocarpus oblongus,Elaeocarpus,oblongus,-28.38,20.32784733,4.49,AM,NA,19.45639881,987.7815754,0.824965795,305,1131.523213,4,1.799999952,1.100000024,3.200000048,54.09999847,25.79999924,12.30000019,44.29999924,10072,1601,360
NA,-2.85,-54.95,Cornwell,C3,Faramea sp.,Faramea,sp.,-34.085,26.14661486,2.67,AM,NA,26.62901786,768.7785703,0.508953691,79,1962.476787,2.700000048,1.600000024,1.200000048,2.299999952,35.40000153,20.5,8.100000381,19.5,14366,1305,360
NA,2,-65,Cornwell,C3,Sacoglottis sp,Sacoglottis,sp,-32.92,24.98983037,3.9036,AM,NA,24.42872024,808.5683572,0.395538322,400,2885.235711,2.700000048,1.100000024,0.699999988,1.899999976,29.79999924,17,11.10000038,23.10000038,17149,1471,360
NA,-2.5,-60,Cornwell,C3,Elizabetha speciosa,Elizabetha,speciosa,-31.17,23.23216804,1.8,AM,Non_fixers,27.49196429,698.8398819,0.621857517,62,2193.599999,2.200000048,0.899999976,0.600000024,1.299999952,31.10000038,12.69999981,7,15.89999962,17855,1336,360
NA,40.77,-1.96,Cornwell,C3,Arctostaphylos densiflora,Arctostaphylos,densiflora,-27.525,19.62231775,11.2,EcM,NA,10.02385011,842.490793,0.551787578,1288,536.0785716,3.400000095,1.200000048,1,1.600000024,42.09999847,15.89999962,10.39999962,17.60000038,3910,1429,360
NA,68.33,18.85,Cornwell,C3,Populus tremula,Populus,tremula,-29.88799233,22.13907776,80,EcM-AM,NA,5.894166667,674.192009,0.345040116,906,349.5107135,8.800000191,4.400000095,3.299999952,6,198.8000031,88.90000153,44.59999847,141.1000061,7466,503,360
NA,68.33,18.85,Cornwell,C3,Salix herbacea,Salix,herbacea,-28.43470269,20.68578812,80,EcM-AM,NA,5.894166667,674.192009,0.345040116,906,349.5107135,8.800000191,4.400000095,3.299999952,6,198.8000031,88.90000153,44.59999847,141.1000061,7466,503,360
NA,-2.5,-60,Cornwell,C3,Chamaecrista adiantifolia,Chamaecrista,adiantifolia,-30.15,22.21216804,1.8,AM,Fixers,27.49196429,698.8398819,0.621857517,62,2193.599999,2.200000048,0.899999976,0.600000024,1.299999952,31.10000038,12.69999981,7,15.89999962,17855,1336,360
NA,45.45,-93.201,Cornwell,C3,Elymus littoreus,Elymus,littoreus,-29.1,21.30064558,15.56,AM,NA,13.9156498,826.9997903,0.601331547,278,647.232143,5.099999905,1.799999952,0.800000012,2.400000095,52.40000153,11.69999981,7.900000095,24.5,7096,1042,360
NA,68.33,18.85,Cornwell,C3,Elymus lolioides,Elymus,lolioides,-28.72998191,20.98106734,80,AM,NA,5.894166667,674.192009,0.345040116,906,349.5107135,8.800000191,4.400000095,3.299999952,6,198.8000031,88.90000153,44.59999847,141.1000061,7466,503,360
NA,68.33,18.85,Cornwell,C3,Salix reticulata,Salix,reticulata,-28.05786686,20.30895229,80,EcM-AM,NA,5.894166667,674.192009,0.345040116,906,349.5107135,8.800000191,4.400000095,3.299999952,6,198.8000031,88.90000153,44.59999847,141.1000061,7466,503,360
NA,-12.65,132.92,Cornwell,C3,Ficus opposita,Ficus,opposita,-28.66333333,20.84823396,3,AM,NA,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,360
NA,-12.65,132.92,Cornwell,C3,Ficus scobina,Ficus,scobina,-28.97,21.15490063,3,AM,NA,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,360
NA,0.14,-66.46,Cornwell,C3,Unonopsis stipitata,Unonopsis,stipitata,-33.855,25.92154068,12.7775,AM,NA,26.02440476,801.0618777,0.413263735,117,2839.598215,2.799999952,1,0.899999976,1.799999952,38.59999847,17.29999924,13.5,24.10000038,19954,1315,360
NA,-26.85,153,Cornwell,C3,Empodisma minus,Empodisma,minus,-27.99,20.16480925,5.06,NM-AM,NA,19.45639881,987.7815754,0.824965795,305,0,1.600000024,1.100000024,0.5,1.700000048,49.70000076,20.39999962,10.19999981,32.70000076,8994,1734,360
NA,-12.65,132.92,Cornwell,C3,Fimbristylis sp.,Fimbristylis,sp.,-25.64,17.82490063,3,NM-AM,NA,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,360
NA,35.317,-111.717,Cornwell,C3,Populus tremuloides,Populus,tremuloides,-27.5,19.62779813,5.712000046,EcM-AM,NA,9.82511209,1038.261621,0.788144182,2212,415.1571432,4.800000191,1.399999976,0.899999976,2.099999905,62.59999847,18.20000076,11.30000019,34.5,4025,1577,360
NA,-43.1,172.3,Cornwell,C3,Nothofagus solandri,Nothofagus,solandri,-27.5,19.42387027,10.86635754,EcM,NA,9.805357143,687.4092912,0.338440442,442,861.6321448,4.599999905,2.200000048,1.700000048,3.400000095,145.1999969,78.69999695,61.79999924,103,10097,1159,360
NA,-12.65,132.92,Cornwell,C3,Flemingia parviflora,Flemingia,parviflora,-27.89,20.07490063,3,AM,Fixers,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,360
NA,-3,-55,Cornwell,C3,Lecythis eschilera,Lecythis,eschilera,-29.92,21.9813797,2.67,AM,NA,26.91220238,752.6020366,0.494512231,103,1980.083926,2.299999952,1.100000024,0.899999976,1.899999976,26.79999924,15,6.5,16.10000038,14031,1317,360
NA,-2.5,-60,Cornwell,C3,Ocotea amazonica,Ocotea,amazonica,-34.84,26.90216804,1.8,AM,NA,27.49196429,698.8398819,0.621857517,62,2193.599999,2.200000048,0.899999976,0.600000024,1.299999952,31.10000038,12.69999981,7,15.89999962,17855,1336,360
NA,-2.85,-54.95,Cornwell,C3,Ocotea cernua,Ocotea,cernua,-32.96,25.02161486,2.67,AM,NA,26.62901786,768.7785703,0.508953691,79,1962.476787,2.700000048,1.600000024,1.200000048,2.299999952,35.40000153,20.5,8.100000381,19.5,14366,1305,360
NA,0.14,-66.46,Cornwell,C3,Ocotea cinerea,Ocotea,cinerea,-35.19,27.25654068,12.7775,AM,NA,26.02440476,801.0618777,0.413263735,117,2839.598215,2.799999952,1,0.899999976,1.799999952,38.59999847,17.29999924,13.5,24.10000038,19954,1315,360
NA,-8.45,-63.23,Cornwell,C3,Endopleura uchi,Endopleura,uchi,-31.69,23.74362366,1.713,AM,NA,26.43720238,708.8204468,0.493044473,89,2200.001788,2.299999952,0.800000012,0.5,1.100000024,25,9.300000191,5.699999809,14.30000019,18312,1239,360
NA,-2.85,-54.95,Cornwell,C3,Endopleura uchi,Endopleura,uchi,-32.84,24.90161486,2.67,AM,NA,26.62901786,768.7785703,0.508953691,79,1962.476787,2.700000048,1.600000024,1.200000048,2.299999952,35.40000153,20.5,8.100000381,19.5,14366,1305,360
NA,21.15,-89.82,Cornwell,CAM,Opuntia dillenii,Opuntia,dillenii,-15.01,7.031629811,3.1,AM,NA,26.17782738,881.7264825,0.890784014,3,0,6,3.5,3.099999905,3.799999952,81.90000153,43.40000153,24.5,75.19999695,3890,1914,360
NA,-15.15,-47.51,Cornwell,C3,Enterolobium ellipticum,Enterolobium,ellipticum,-29.695,21.74120355,2.4273483,AM,Fixers,22.84747024,839.3284408,0.847479967,969,1517.557139,2,1.100000024,0.800000012,1.799999952,29.29999924,15.10000038,9,19.79999924,8940,1597,360
NA,-2.85,-54.95,Cornwell,C3,Enterolobium maximum,Enterolobium,maximum,-30.49,22.55161486,2.67,AM,Fixers,26.62901786,768.7785703,0.508953691,79,1962.476787,2.700000048,1.600000024,1.200000048,2.299999952,35.40000153,20.5,8.100000381,19.5,14366,1305,360
NA,-26.85,153,Cornwell,C3,Epacris pulchella,Epacris,pulchella,-30.25,22.42480925,5.06,ErM,NA,19.45639881,987.7815754,0.824965795,305,0,1.600000024,1.100000024,0.5,1.700000048,49.70000076,20.39999962,10.19999981,32.70000076,8994,1734,360
NA,-2.5,-60,Cornwell,C3,Eperua duckeana,Eperua,duckeana,-30.51,22.57216804,1.8,AM,Non_fixers,27.49196429,698.8398819,0.621857517,62,2193.599999,2.200000048,0.899999976,0.600000024,1.299999952,31.10000038,12.69999981,7,15.89999962,17855,1336,360
NA,-2.5,-60,Cornwell,C3,Ocotea sp3,Ocotea,sp3,-30.07214286,22.1343109,1.8,AM,NA,27.49196429,698.8398819,0.621857517,62,2193.599999,2.200000048,0.899999976,0.600000024,1.299999952,31.10000038,12.69999981,7,15.89999962,17855,1336,360
NA,-43.2,170.3,Cornwell,C3,Leiospermum racemosum,Leiospermum,racemosum,-29.4592286,21.43305635,10.86635754,AM,NA,9.360267857,602.1777513,0.215950471,385,0,5.800000191,4.599999905,3.5,5.699999809,163.5,125.6999969,117,138.6999969,26822,1108,360
NA,-2.5,-60,Cornwell,C3,Eperua glabriflora,Eperua,glabriflora,-30.13111111,22.19327915,1.8,AM,Non_fixers,27.49196429,698.8398819,0.621857517,62,2193.599999,2.200000048,0.899999976,0.600000024,1.299999952,31.10000038,12.69999981,7,15.89999962,17855,1336,360
NA,-2.5,-60,Cornwell,C3,Brosimum rubescens,Brosimum,rubescens,-30.07833334,22.14050138,1.8,AM,NA,27.49196429,698.8398819,0.621857517,62,2193.599999,2.200000048,0.899999976,0.600000024,1.299999952,31.10000038,12.69999981,7,15.89999962,17855,1336,360
