year,lat,lon,dataset,PS_pathway,species,Genus,epithet,little_d13,big_D13,phosphorus,myco_type,N_fix,tmp,par,vpd,z,pre_mean,nitrogen_0.5cm,nitrogen_15.30cm,nitrogen_30.60cm,nitrogen_5.15cm,soc_0.5cm,soc_15.30cm,soc_30.60cm,soc_5.15cm,awi_pm_sr_yr,pet_pm_sr_yr,CO2
2002,-12.65,132.92,Try,C3,Miconia ruficalyx,Miconia,ruficalyx,-31.135,23.87849298,3,AM,NA,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,373.4525
2002,8.97,-79.38,Cornwell,C3,Luehea seemannii,Luehea,seemannii,-27.6,19.81981768,5.28,AM,NA,26.37604167,895.2361417,0.554925557,11,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,373.4525
2002,-12.75,-69.75,Try,C3,Virola michelii,Virola,michelii,-32.91,25.75768543,2.786,AM,NA,24.90714286,859.9113707,0.788592471,269,3245.389286,3.5,1.600000024,1.100000024,2,53.29999924,67.40000153,66,34.79999924,22866,1374,373.4525
2002,-32.4,19.12,Cornwell,C3,Paranomus bracteolaris,Paranomus,bracteolaris,-26.35,18.45524256,5.297,NM,NA,16.88511905,1080.725005,0.920511203,720,359.5428571,2,1.200000048,1,1.5,41.90000153,20.60000038,15.5,30.5,1869,1887,373.4525
2002,-12.75,-69.75,Try,C3,Protium apiculatum,Protium,apiculatum,-32.96,25.81072,2.786,AM,NA,24.90714286,859.9113707,0.788592471,269,3245.389286,3.5,1.600000024,1.100000024,2,53.29999924,67.40000153,66,34.79999924,22866,1374,373.4525
2002,10.717,-61.25,Cornwell,C3,Miconia affinis,Miconia,affinis,-29.275,21.58941182,2.032,AM,NA,25.91190476,894.4814518,0.490801319,122,1750.587502,6.5,3.799999952,2.799999952,4.699999809,77.59999847,40.29999924,22.20000076,56.5,11078,1584,373.4525
2002,68.33,18.85,Try,C3,Sextonia rubra,Sextonia,rubra,-27.86333333,20.43271741,80,AM,NA,5.894166667,674.192009,0.345040116,906,349.5107135,8.800000191,4.400000095,3.299999952,6,198.8000031,88.90000153,44.59999847,141.1000061,7466,503,373.4525
2002,10.717,-61.25,Cornwell,C3,Philodendron lingulatum,Philodendron,lingulatum,-34.167,26.48141182,2.032,NM-AM,NA,25.91190476,894.4814518,0.490801319,122,1750.587502,6.5,3.799999952,2.799999952,4.699999809,77.59999847,40.29999924,22.20000076,56.5,11078,1584,373.4525
2002,68.33,18.85,Try,C3,Sclerolobium melinonii,Sclerolobium,melinonii,-32.555,25.381295,80,AM,Non_fixers,5.894166667,674.192009,0.345040116,906,349.5107135,8.800000191,4.400000095,3.299999952,6,198.8000031,88.90000153,44.59999847,141.1000061,7466,503,373.4525
2002,55,11.6,Diefendorf,C3,Fagus sylvatica,Fagus,sylvatica,NA,24.05,44.2,EcM,NA,9.744125631,593.0082743,0.250035199,6,576.9928562,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,373.4525
2002,-12.65,132.92,Try,C3,Guatteria villosissima,Guatteria,villosissima,-31.99,24.78280183,3,AM,NA,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,373.4525
2002,49.5,18.5,Diefendorf,C3,Picea abies,Picea,abies,NA,20.69,10.9,EcM,NA,10.25132125,724.9895674,0.345626883,553,849.207143,7.199999809,2.599999905,1.700000048,4.199999809,83.40000153,30,12.60000038,59.90000153,13997,737,373.4525
2002,-12.65,132.92,Try,C3,Cupania scrobiculata,Cupania,scrobiculata,-31.99563721,24.78876969,3,AM,NA,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,373.4525
2002,8.97,-79.38,Cornwell,C3,Pseudobombax septenatum,Pseudobombax,septenatum,-26.7,18.91981768,5.28,AM,NA,26.37604167,895.2361417,0.554925557,11,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,373.4525
2002,8.97,-79.38,Cornwell,C3,Ficus maxima,Ficus,maxima,-26.7,18.91981768,5.28,AM,NA,26.37604167,895.2361417,0.554925557,11,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,373.4525
2002,-12.683,132.383,Try,C3,Adenocalymma tanaeciicarpum,Adenocalymma,tanaeciicarpum,-30.67,23.38728813,3,AM,NA,27.55431548,999.9668586,1.261614029,86,1398.664284,1.200000048,0.699999988,0.5,1.100000024,21.79999924,12,7.800000191,19.20000076,6856,2263,373.4525
2002,36.97,140.6,Diefendorf,C3,Fagus crenata,Fagus,crenata,-27.78,20.29,5.844,EcM,NA,12.77472944,704.9048093,0.361093013,223,0,6.300000191,2.200000048,1.899999976,3.5,78.5,30.10000038,25.79999924,51.5,16044,897,373.4525
2002,68.33,18.85,Try,C3,Protium puncticulatum,Protium,puncticulatum,-30.79666667,23.52179487,80,AM,NA,5.894166667,674.192009,0.345040116,906,349.5107135,8.800000191,4.400000095,3.299999952,6,198.8000031,88.90000153,44.59999847,141.1000061,7466,503,373.4525
2002,-33.5,18.5,Cornwell,C3,Diastella divaricata,Diastella,divaricata,-26.16,18.26509415,5.297,NM,NA,16.38497024,975.6041095,0.537005742,91,583.6357144,2.5,0.899999976,0.600000024,1.600000024,44.20000076,24.39999962,18.79999924,33.90000153,2825,1840,373.4525
2002,-12.65,132.92,Try,C3,Protium apiculatum,Protium,apiculatum,-32.46286,25.28364,3,AM,NA,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,373.4525
2002,33.367,-105.875,Cornwell,C3,Juniperus deppeana,Juniperus,deppeana,-25,17.25863971,11.71,AM,NA,10.90320076,950.3973537,0.725184537,2173,486.037499,3.200000048,1.399999976,1,1.799999952,31.79999924,13.89999962,9.300000191,21.29999924,2295,2143,373.4525
2002,-32.067,18.333,Cornwell,C3,Leucadendron pubescens,Leucadendron,pubescens,-24.4,16.50529632,5.297,NM,NA,18.14627976,1038.745938,0.736358287,74,0,1.399999976,1.299999952,1.100000024,1.100000024,24.60000038,16.20000076,11.89999962,17.20000076,1150,1981,373.4525
2002,-33.5,18.5,Cornwell,C3,Leucospermum conocarpodendron,Leucospermum,conocarpodendron,-25.8,17.90509415,5.297,NM,NA,16.38497024,975.6041095,0.537005742,91,583.6357144,2.5,0.899999976,0.600000024,1.600000024,44.20000076,24.39999962,18.79999924,33.90000153,2825,1840,373.4525
2002,-32,19,Cornwell,C3,Protea laurifolia,Protea,laurifolia,-25.71,17.81530764,5.297,NM,NA,18.50758929,1063.93129,0.954734092,320,359.5428571,1.299999952,0.699999988,0.5,1,14.5,11.39999962,5.099999905,10.5,1089,2230,373.4525
2002,10.75,-85.5,Cornwell,C3,Guettarda macrosperma,Guettarda,macrosperma,-30.5,22.70098471,13.962,AM,NA,26.84255952,1013.200019,0.722133562,140,2367.375,2.400000095,1.299999952,0.800000012,1.799999952,27.5,14.5,8.199999809,23.39999962,8340,2053,373.4525
2002,63.92,-145.38,Try,C3,Tachigali myrmecophila,Tachigali,myrmecophila,-29.85375,22.52714006,30.834,AM,Non_fixers,8.620357143,721.7019155,0.351791872,971,190.1517854,10.10000038,2,1,4.599999905,232,46.79999924,16.70000076,117.5999985,4331,632,373.4525
2002,8.97,-79.38,Cornwell,CAM,Codonanthe uleana,Codonanthe,uleana,-20.7,12.91981768,5.28,AM,NA,26.37604167,895.2361417,0.554925557,11,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,373.4525
2002,-12.75,-69.75,Try,C3,Tachigali myrmecophila,Tachigali,myrmecophila,-29.6668825,22.33001506,2.786,AM,Non_fixers,24.90714286,859.9113707,0.788592471,269,3245.389286,3.5,1.600000024,1.100000024,2,53.29999924,67.40000153,66,34.79999924,22866,1374,373.4525
2002,56.6,-3.8,Diefendorf,C3,Picea sitchensis,Picea,sitchensis,NA,21.78,31.5,EcM,NA,6.531590007,462.3931136,0.155173995,440,1184.712497,14.5,7.699999809,6.300000191,9.699999809,273,151.5,129.8000031,205.6999969,22764,612,373.4525
2002,-12.7,131,Try,C3,Adenocalymma tanaeciicarpum,Adenocalymma,tanaeciicarpum,-29.74,22.40637,3,AM,NA,27.36488095,998.2628631,1.194878693,41,1559.457141,1.100000024,0.800000012,0.5,1.100000024,24.20000076,14,11.39999962,20.60000038,7184,2248,373.4525
2002,33.367,-105.875,Cornwell,C3,Juniperus arizonica,Juniperus,arizonica,-22.8,15.05863971,11.71,AM,NA,10.90320076,950.3973537,0.725184537,2173,486.037499,3.200000048,1.399999976,1,1.799999952,31.79999924,13.89999962,9.300000191,21.29999924,2295,2143,373.4525
2002,8.97,-79.38,Cornwell,CAM,Epiphyllum phyllanthus,Epiphyllum,phyllanthus,-13.81429,6.034107675,5.28,NM,NA,26.37604167,895.2361417,0.554925557,11,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,373.4525
2002,-14.16,131.39,Try,C3,Iryanthera sagotiana,Iryanthera,sagotiana,-29.805,22.47487539,3,AM,NA,26.76235119,1031.906341,1.428823986,160,1173.016073,0.600000024,0.400000006,0.300000012,0.5,8.600000381,4.300000191,2.900000095,7.699999809,4811,2356,373.4525
2002,37.675,-110.125,Cornwell,C4,Atriplex confertifolia,Atriplex,confertifolia,-16.4,8.670472348,7.6325,NM-AM,NA,13.13479798,958.7976884,1.002162091,1634,201.0642857,1.100000024,0.600000024,0.5,0.899999976,10.19999981,8.300000191,4.900000095,8.600000381,1315,1885,373.4525
2002,-34,18.92,Cornwell,C3,Leucospermum conocarpodendron,Leucospermum,conocarpodendron,-27.73,19.8350412,5.297,NM,NA,16.35550595,934.5734024,0.475523645,161,0,3.799999952,1.5,1,2.599999905,68.40000153,33.70000076,25.39999962,44.09999847,4545,1687,373.4525
2002,61.85,24.29,Try,C3,Pouteria macrophylla,Pouteria,macrophylla,-28.78,21.39577,54.6,AM,NA,9.438229875,671.049743,0.316786066,138,414.2428575,11.39999962,1.600000024,1.100000024,5.5,315,41.70000076,24.20000076,116.4000015,10679,632,373.4525
2002,10.75,-85.5,Cornwell,C3,Piper amalago,Piper,amalago,-31.2,23.40098471,13.962,NM-AM,NA,26.84255952,1013.200019,0.722133562,140,2367.375,2.400000095,1.299999952,0.800000012,1.799999952,27.5,14.5,8.199999809,23.39999962,8340,2053,373.4525
2002,10.75,-85.5,Cornwell,C3,Ocotea veraguensis,Ocotea,veraguensis,-30.7,22.90098471,13.962,AM,NA,26.84255952,1013.200019,0.722133562,140,2367.375,2.400000095,1.299999952,0.800000012,1.799999952,27.5,14.5,8.199999809,23.39999962,8340,2053,373.4525
2002,8.97,-79.38,Cornwell,C3,Piper sp.,Piper,sp.,-27.925,20.14481768,5.28,NM-AM,NA,26.37604167,895.2361417,0.554925557,11,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,373.4525
2002,8.97,-79.38,Cornwell,C3,Astronium graveolens,Astronium,graveolens,-27.725,19.94481768,5.28,AM,NA,26.37604167,895.2361417,0.554925557,11,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,373.4525
2002,-12.75,-69.75,Try,C3,Ambelania acida,Ambelania,acida,-32.34681,25.16068,2.786,AM,NA,24.90714286,859.9113707,0.788592471,269,3245.389286,3.5,1.600000024,1.100000024,2,53.29999924,67.40000153,66,34.79999924,22866,1374,373.4525
2002,-12.65,132.92,Try,C3,Eschweilera,Eschweilera,NA,-32.85383347,25.69811506,3,AM,NA,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,373.4525
2002,68.33,18.85,Try,C3,Rinorea guianensis,Rinorea,guianensis,-30.00333333,22.68496751,80,AM,NA,5.894166667,674.192009,0.345040116,906,349.5107135,8.800000191,4.400000095,3.299999952,6,198.8000031,88.90000153,44.59999847,141.1000061,7466,503,373.4525
2002,10.617,-61.267,Cornwell,C3,Swietenia macrophylla,Swietenia,macrophylla,-28,20.31419122,2.032,AM,NA,25.91190476,894.4814518,0.490801319,122,1750.587502,3.099999905,2.200000048,2.200000048,2.599999905,54.40000153,29.20000076,22.5,40.90000153,7344,1771,373.4525
2002,61.85,24.29,Try,C3,Protium,Protium,NA,-32.465,25.28591,54.6,AM,NA,9.438229875,671.049743,0.316786066,138,414.2428575,11.39999962,1.600000024,1.100000024,5.5,315,41.70000076,24.20000076,116.4000015,10679,632,373.4525
2002,63.27,-149.9,Try,C3,Cordia bicolor,Cordia,bicolor,-29.27,21.91134507,15.4374,AM,NA,6.601160714,665.1497623,0.207922609,1185,276.5803567,9.699999809,3.799999952,2.900000095,6.699999809,174.6999969,84.90000153,57.70000076,127.3000031,12316,536,373.4525
2002,62.41,30.57,Try,C3,Adenocalymma tanaeciicarpum,Adenocalymma,tanaeciicarpum,-27.96333333,20.53930895,65.6,AM,NA,9.785987103,719.1372984,0.32462922,127,434.5982142,12.30000019,1.600000024,0.899999976,4.5,341.7000122,39.40000153,21.60000038,132.5,10587,643,373.4525
2002,-14.16,131.39,Try,C3,Adenocalymma schomburgkii,Adenocalymma,schomburgkii,-30.23,22.92296,3,AM,NA,26.76235119,1031.906341,1.428823986,160,1173.016073,0.600000024,0.400000006,0.300000012,0.5,8.600000381,4.300000191,2.900000095,7.699999809,4811,2356,373.4525
2002,10.75,-85.5,Cornwell,C3,Cordia alliodora,Cordia,alliodora,-28.6,20.80098471,13.962,AM,NA,26.84255952,1013.200019,0.722133562,140,2367.375,2.400000095,1.299999952,0.800000012,1.799999952,27.5,14.5,8.199999809,23.39999962,8340,2053,373.4525
2002,10.75,-85.5,Cornwell,C3,Brosimum alicastrum,Brosimum,alicastrum,-30.5,22.70098471,13.962,AM,NA,26.84255952,1013.200019,0.722133562,140,2367.375,2.400000095,1.299999952,0.800000012,1.799999952,27.5,14.5,8.199999809,23.39999962,8340,2053,373.4525
2002,48.6,7.1,Diefendorf,C3,Fagus sylvatica,Fagus,sylvatica,NA,21.11,28.4,EcM,NA,12.46390061,609.4426822,0.584767404,329,713.4464288,7.300000191,1.899999976,1,2.900000095,111,27.20000076,13.89999962,51.29999924,10247,867,373.4525
2002,-34,18.92,Cornwell,C3,Protea nitida,Protea,nitida,-25.45,17.5550412,5.297,NM,NA,16.35550595,934.5734024,0.475523645,161,0,3.799999952,1.5,1,2.599999905,68.40000153,33.70000076,25.39999962,44.09999847,4545,1687,373.4525
2002,37.675,-110.125,Cornwell,C3,Purshia mexicana,Purshia,mexicana,-25.1,17.37047235,7.6325,EcM-AM,Fixers,13.13479798,958.7976884,1.002162091,1634,201.0642857,1.100000024,0.600000024,0.5,0.899999976,10.19999981,8.300000191,4.900000095,8.600000381,1315,1885,373.4525
2002,19.77,-155.93,Diefendorf,C3,Pouteria sandwicensis,Pouteria,sandwicensis,-27.095,19.58,6.1625,AM,NA,17.52380952,794.7756775,0.380358003,1262,1612.403571,4.599999905,2.400000095,1.799999952,3.400000095,58.09999847,30.39999962,22.60000038,39.70000076,13396,1701,373.4525
2002,45.9,11.3,Diefendorf,C3,Abies alba,Abies,alba,NA,19.69,43,EcM,NA,9.964497655,804.0957953,0.245643893,813,927.9517855,7.699999809,2.200000048,1.700000048,3.799999952,76.69999695,28.79999924,23.39999962,49.5,7301,945,373.4525
2002,-13.08,131.12,Try,C3,Fridericia prancei,Fridericia,prancei,-28.82,21.43784,3,AM,NA,26.86383929,1012.792304,1.249135063,188,1442.601787,0.899999976,0.5,0.400000006,0.800000012,11.30000019,5.5,3.900000095,8.199999809,6196,2254,373.4525
2002,-32.4,19.12,Cornwell,C3,Leucadendron xanthoconus,Leucadendron,xanthoconus,-27.535,19.64024256,5.297,NM,NA,16.88511905,1080.725005,0.920511203,720,359.5428571,2,1.200000048,1,1.5,41.90000153,20.60000038,15.5,30.5,1869,1887,373.4525
2002,51.1,10.5,Diefendorf,C3,Fagus sylvatica,Fagus,sylvatica,NA,23.38,14.4,EcM,NA,9.583697691,597.9177789,0.303297536,330,517.2285704,5.400000095,1.200000048,1,1.799999952,56.29999924,13.80000019,5.699999809,24.89999962,8576,814,373.4525
2002,44.6,11.1,Diefendorf,C3,Quercus robur + Fraxinus spp.,Quercus,robur,NA,21.75,63.7,EcM,NA,13.43831169,771.232899,0.486847892,21,723.7375007,5.5,1.700000048,1.299999952,2.099999905,46.5,15.69999981,10.69999981,16.89999962,6392,1160,373.4525
2002,-12.65,132.92,Try,C3,Tachigali myrmecophila,Tachigali,myrmecophila,-29.9250634,22.60141209,3,AM,Non_fixers,27.55193452,1005.022196,1.289011103,160,1380.83036,1.200000048,0.600000024,0.300000012,0.899999976,16.10000038,6.800000191,4.199999809,10.10000038,6652,2239,373.4525
2002,10.75,-85.5,Cornwell,C3,Guarea glabra,Guarea,glabra,-29.5,21.70098471,13.962,AM,NA,26.84255952,1013.200019,0.722133562,140,2367.375,2.400000095,1.299999952,0.800000012,1.799999952,27.5,14.5,8.199999809,23.39999962,8340,2053,373.4525
2002,37.675,-110.125,Cornwell,C4,Atriplex canescens,Atriplex,canescens,-14.7,6.970472348,7.6325,NM-AM,NA,13.13479798,958.7976884,1.002162091,1634,201.0642857,1.100000024,0.600000024,0.5,0.899999976,10.19999981,8.300000191,4.900000095,8.600000381,1315,1885,373.4525
2002,-12.683,132.383,Try,C3,Guatteria schomburgkiana,Guatteria,schomburgkiana,-32.08269,24.88094,3,AM,NA,27.55431548,999.9668586,1.261614029,86,1398.664284,1.200000048,0.699999988,0.5,1.100000024,21.79999924,12,7.800000191,19.20000076,6856,2263,373.4525
2002,-12.683,132.383,Try,C3,Guatteria villosissima,Guatteria,villosissima,-32.27743484,25.08718481,3,AM,NA,27.55431548,999.9668586,1.261614029,86,1398.664284,1.200000048,0.699999988,0.5,1.100000024,21.79999924,12,7.800000191,19.20000076,6856,2263,373.4525
2002,36.97,140.6,Diefendorf,C3,Betula grossa,Betula,grossa,-27.23,19.72,5.844,EcM,NA,12.77472944,704.9048093,0.361093013,223,0,6.300000191,2.200000048,1.899999976,3.5,78.5,30.10000038,25.79999924,51.5,16044,897,373.4525
2003,71.32,-156.62,Try,C3,Bromus erectus,Bromus,erectus,-27.11,19.6427175,4.188,AM,NA,3.232291667,730.2153866,0.104022671,8,63.34642848,11.39999962,6.699999809,6.900000095,8.5,367.2000122,159.3999939,137.8999939,238.6999969,4723,226,375.9833333
2003,63.66,-152.09,Try,C3,Fridericia prancei,Fridericia,prancei,-28.22,20.80718,15.4374,AM,NA,9.919532313,689.9324094,0.375824235,250,280.7678573,7.800000191,3.400000095,2.900000095,4.800000191,186,90.5,55.29999924,155.6999969,6102,591,375.9833333
2003,-18.333,-69.667,Cornwell,C3,Dunalia spinosa,Dunalia,spinosa,NA,15.7,2.612,AM,NA,11.19449405,944.335106,0.624670886,3006,0,1.5,0.800000012,0.800000012,1.299999952,14,11.60000038,7.800000191,13.10000038,871,1755,375.9833333
2003,61.85,24.29,Try,C3,Combretum,Combretum,NA,-29.755,22.42232,54.6,AM,NA,9.438229875,671.049743,0.316786066,138,414.2428575,11.39999962,1.600000024,1.100000024,5.5,315,41.70000076,24.20000076,116.4000015,10679,632,375.9833333
2003,71.32,-156.62,Try,C3,Trisetum flavescens,Trisetum,flavescens,-27.94333333,20.51723667,4.188,AM,NA,3.232291667,730.2153866,0.104022671,8,63.34642848,11.39999962,6.699999809,6.900000095,8.5,367.2000122,159.3999939,137.8999939,238.6999969,4723,226,375.9833333
2003,31.66,-110.18,Cornwell,C3,Prosopis velutina,Prosopis,velutina,-27.42,19.53775862,3.9536,AM,Fixers,16.73392857,944.8643026,1.267885511,1372,351.7839286,1.200000048,0.800000012,0.600000024,0.899999976,9.300000191,5.300000191,3.900000095,8,1415,2451,375.9833333
2003,61.85,24.29,Try,C3,Faramea platyneura,Faramea,platyneura,-31.81,24.59228,54.6,AM,NA,9.438229875,671.049743,0.316786066,138,414.2428575,11.39999962,1.600000024,1.100000024,5.5,315,41.70000076,24.20000076,116.4000015,10679,632,375.9833333
2003,-18.333,-69.667,Cornwell,C3,Senna cumingii,Senna,cumingii,NA,18.3,2.612,AM,Non_fixers,11.19449405,944.335106,0.624670886,3006,0,1.5,0.800000012,0.800000012,1.299999952,14,11.60000038,7.800000191,13.10000038,871,1755,375.9833333
2003,-12.75,-69.75,Try,C3,Chimarrhis turbinata,Chimarrhis,turbinata,-29.41,22.05875,2.786,AM,NA,24.90714286,859.9113707,0.788592471,269,3245.389286,3.5,1.600000024,1.100000024,2,53.29999924,67.40000153,66,34.79999924,22866,1374,375.9833333
2003,-15.15,-47.51,Try,C3,Bignonia aequinoctialis,Bignonia,aequinoctialis,-27.31,19.85216,2.4273483,AM,NA,22.84747024,839.3284408,0.847479967,969,1517.557139,2,1.100000024,0.800000012,1.799999952,29.29999924,15.10000038,9,19.79999924,8940,1597,375.9833333
2003,-15.15,-47.51,Try,C3,Moutabea guianensis,Moutabea,guianensis,-32,24.79339,2.4273483,AM,NA,22.84747024,839.3284408,0.847479967,969,1517.557139,2,1.100000024,0.800000012,1.799999952,29.29999924,15.10000038,9,19.79999924,8940,1597,375.9833333
2003,71.32,-156.62,Try,C3,Festuca laevigata,Festuca,laevigata,-26.826,19.34574,4.188,AM,NA,3.232291667,730.2153866,0.104022671,8,63.34642848,11.39999962,6.699999809,6.900000095,8.5,367.2000122,159.3999939,137.8999939,238.6999969,4723,226,375.9833333
2003,71.32,-156.62,Try,C3,Geranium sylvaticum,Geranium,sylvaticum,-26.42,18.91986,4.188,AM,NA,3.232291667,730.2153866,0.104022671,8,63.34642848,11.39999962,6.699999809,6.900000095,8.5,367.2000122,159.3999939,137.8999939,238.6999969,4723,226,375.9833333
2003,71.32,-156.62,Try,C3,Briza media,Briza,media,-27.005,19.532485,4.188,AM,NA,3.232291667,730.2153866,0.104022671,8,63.34642848,11.39999962,6.699999809,6.900000095,8.5,367.2000122,159.3999939,137.8999939,238.6999969,4723,226,375.9833333
2003,-15.15,-47.51,Try,C3,Tetragastris panamensis,Tetragastris,panamensis,-32.23,25.03694,2.4273483,NM-AM,NA,22.84747024,839.3284408,0.847479967,969,1517.557139,2,1.100000024,0.800000012,1.799999952,29.29999924,15.10000038,9,19.79999924,8940,1597,375.9833333
2003,31.66,-110.18,Cornwell,C3,Lepidium thurberi,Lepidium,thurberi,-28.57,20.68775862,3.9536,NM,NA,16.73392857,944.8643026,1.267885511,1372,351.7839286,1.200000048,0.800000012,0.600000024,0.899999976,9.300000191,5.300000191,3.900000095,8,1415,2451,375.9833333
2003,31.66,-110.18,Cornwell,C3,Condalia lycioides,Condalia,lycioides,-28.3,20.41775862,3.9536,AM,NA,16.73392857,944.8643026,1.267885511,1372,351.7839286,1.200000048,0.800000012,0.600000024,0.899999976,9.300000191,5.300000191,3.900000095,8,1415,2451,375.9833333
2003,31.66,-110.18,Cornwell,C3,Viguiera dentata,Viguiera,dentata,-29.27,21.38775862,3.9536,AM,NA,16.73392857,944.8643026,1.267885511,1372,351.7839286,1.200000048,0.800000012,0.600000024,0.899999976,9.300000191,5.300000191,3.900000095,8,1415,2451,375.9833333
2003,-15.15,-47.51,Try,C3,Adenocalymma neoflavidum,Adenocalymma,neoflavidum,-28.745,21.360428,2.4273483,AM,NA,22.84747024,839.3284408,0.847479967,969,1517.557139,2,1.100000024,0.800000012,1.799999952,29.29999924,15.10000038,9,19.79999924,8940,1597,375.9833333
2003,-15.15,-47.51,Try,C3,Licaria brasiliensis,Licaria,brasiliensis,-31.51,24.2749,2.4273483,AM,NA,22.84747024,839.3284408,0.847479967,969,1517.557139,2,1.100000024,0.800000012,1.799999952,29.29999924,15.10000038,9,19.79999924,8940,1597,375.9833333
2003,71.32,-156.62,Try,C3,Pimpinella saxifraga,Pimpinella,saxifraga,-27.6,20.15631,4.188,AM,NA,3.232291667,730.2153866,0.104022671,8,63.34642848,11.39999962,6.699999809,6.900000095,8.5,367.2000122,159.3999939,137.8999939,238.6999969,4723,226,375.9833333
2003,69.8,168.5,Cornwell,C3,Carex lugens,Carex,lugens,NA,20.85,5.697,NM-AM,NA,7.310565476,717.6787987,0.2678345,5,76.60714275,7.300000191,3.700000048,3.5,4.699999809,109.5,57.40000153,53.09999847,83.5,5121,314,375.9833333
2003,71.32,-156.62,Try,C3,Leontodon hispidus,Leontodon,hispidus,-28.18,20.765195,4.188,AM,NA,3.232291667,730.2153866,0.104022671,8,63.34642848,11.39999962,6.699999809,6.900000095,8.5,367.2000122,159.3999939,137.8999939,238.6999969,4723,226,375.9833333
2003,-14.16,131.39,Try,C3,Sclerolobium chrysophyllum,Sclerolobium,chrysophyllum,-29.345,21.990435,3,AM,Non_fixers,26.76235119,1031.906341,1.428823986,160,1173.016073,0.600000024,0.400000006,0.300000012,0.5,8.600000381,4.300000191,2.900000095,7.699999809,4811,2356,375.9833333
2003,-13.08,131.12,Try,C3,Poecilanthe effusa,Poecilanthe,effusa,-32.51,25.3336,3,AM,Fixers,26.86383929,1012.792304,1.249135063,188,1442.601787,0.899999976,0.5,0.400000006,0.800000012,11.30000019,5.5,3.900000095,8.199999809,6196,2254,375.9833333
2003,-18.333,-69.667,Cornwell,C3,Barnadesia dombeyana,Barnadesia,dombeyana,NA,17.9,2.612,AM,NA,11.19449405,944.335106,0.624670886,3006,0,1.5,0.800000012,0.800000012,1.299999952,14,11.60000038,7.800000191,13.10000038,871,1755,375.9833333
2003,71.32,-156.62,Try,C3,Heracleum sphondylium,Heracleum,sphondylium,-26.45,18.95126,4.188,AM,NA,3.232291667,730.2153866,0.104022671,8,63.34642848,11.39999962,6.699999809,6.900000095,8.5,367.2000122,159.3999939,137.8999939,238.6999969,4723,226,375.9833333
2003,62.41,30.57,Try,C3,Chimarrhis turbinata,Chimarrhis,turbinata,-30.24,22.93351,65.6,AM,NA,9.785987103,719.1372984,0.32462922,127,434.5982142,12.30000019,1.600000024,0.899999976,4.5,341.7000122,39.40000153,21.60000038,132.5,10587,643,375.9833333
2003,-18.333,-69.667,Cornwell,C3,Adesmia spinosissima,Adesmia,spinosissima,NA,17.7,2.612,AM,Fixers,11.19449405,944.335106,0.624670886,3006,0,1.5,0.800000012,0.800000012,1.299999952,14,11.60000038,7.800000191,13.10000038,871,1755,375.9833333
2003,-15.15,-47.51,Try,C3,Perebea mollis,Perebea,mollis,-32.16,24.963325,2.4273483,AM,NA,22.84747024,839.3284408,0.847479967,969,1517.557139,2,1.100000024,0.800000012,1.799999952,29.29999924,15.10000038,9,19.79999924,8940,1597,375.9833333
2003,-15.15,-47.51,Try,C3,Fridericia prancei,Fridericia,prancei,-28.082,20.662826,2.4273483,AM,NA,22.84747024,839.3284408,0.847479967,969,1517.557139,2,1.100000024,0.800000012,1.799999952,29.29999924,15.10000038,9,19.79999924,8940,1597,375.9833333
2003,63.92,-145.38,Try,C3,Moutabea guianensis,Moutabea,guianensis,-32,24.79339,30.834,AM,NA,8.620357143,721.7019155,0.351791872,971,190.1517854,10.10000038,2,1,4.599999905,232,46.79999924,16.70000076,117.5999985,4331,632,375.9833333
2003,63.92,-145.38,Try,C3,Poecilanthe effusa,Poecilanthe,effusa,-32.65,25.48199,30.834,AM,Fixers,8.620357143,721.7019155,0.351791872,971,190.1517854,10.10000038,2,1,4.599999905,232,46.79999924,16.70000076,117.5999985,4331,632,375.9833333
2003,71.32,-156.62,Try,C3,Taraxacum campylodes,Taraxacum,campylodes,-28.62,21.22753,4.188,AM,NA,3.232291667,730.2153866,0.104022671,8,63.34642848,11.39999962,6.699999809,6.900000095,8.5,367.2000122,159.3999939,137.8999939,238.6999969,4723,226,375.9833333
